RowNumber,FieldName,ErrorCode,Message
221,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
222,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
222,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
222,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
222,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
223,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
223,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
223,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
223,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
224,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
224,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
224,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
224,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
225,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
225,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
225,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
225,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
226,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
226,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
226,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
226,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
227,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
227,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
227,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
227,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
228,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
228,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
228,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
228,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
229,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
229,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
229,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
229,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
230,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
230,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
230,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
230,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
231,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
231,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
231,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
231,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
232,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
232,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
232,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
232,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
233,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
233,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
233,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
233,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
234,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
234,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
234,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
234,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
235,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
235,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
235,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
235,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
236,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
236,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
236,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
236,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
237,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
237,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
237,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
237,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
238,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
238,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
238,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
238,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
239,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
239,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
239,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
239,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
240,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
240,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
240,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
240,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
241,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
241,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
241,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
241,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
242,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
242,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
242,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
242,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
243,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
243,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
243,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
243,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
244,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
244,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
244,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
244,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
245,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
245,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
245,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
245,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
246,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
246,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
246,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
246,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
247,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
247,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
247,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
247,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
248,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
248,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
248,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
248,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
249,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
249,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
249,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
249,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
250,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
250,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
250,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
250,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
251,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
251,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
251,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
251,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
252,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
252,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
252,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
252,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
253,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
253,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
253,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
253,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
254,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
254,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
254,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
254,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
255,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
255,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
255,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
255,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
256,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
256,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
256,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
256,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
257,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
257,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
257,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
257,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
258,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
258,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
258,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
258,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
259,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
259,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
259,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
259,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
260,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
260,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
260,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
260,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
261,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
261,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
261,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
261,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
262,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
262,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
262,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
262,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
263,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
263,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
263,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
263,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
264,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
264,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
264,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
264,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
265,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
265,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
265,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
265,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
266,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
266,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
266,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
266,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
267,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
267,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
267,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
267,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
268,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
268,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
268,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
268,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
269,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
269,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
269,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
269,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
270,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
270,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
270,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
270,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
271,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
271,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
271,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
271,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
272,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
272,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
272,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
272,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
273,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
273,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
273,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
273,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
274,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
274,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
274,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
274,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
275,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
275,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
275,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
275,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
276,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
276,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
276,"TransactionType","INVALID_TRANSACTION_TYPE","Use SupplierReceipt, ProductionReceipt, CustomerReturn, StockIn, OpeningBalance, CustomerOrder, ProductionUsage, Damage or StockOut."
276,"WarehouseCode","WAREHOUSE_NOT_FOUND","No active warehouse matches this code."
277,"ItemCode","ITEM_NOT_FOUND","No tea inventory master item matches this code."
277,"OriginalTransactionDate","INVALID_SOURCE_DATE","Use an ISO-8601 timestamp with an explicit Z or UTC offset, for example 2026-07-14T08:30:00+05:30."
